,text,year,sentiment,score,emotion
10,"58.	This Israeli arrogance and contempt for international law and custom has led Israel to embark on hideous practices that arouse the aversion and condemnation of the entire world. On 8 January 1973 Israeli planes undertook a brutal assault upon civilian targets in the Syrian Arab Republic, resulting in the slaughter of hundreds of civilians, old people, women and children. On 21 February 1973 Israeli forces raided the refugee camps in A1 Baddawi and A1 Barid in north Lebanon, killing a great number of women, old men and children. On 22 February this year Israeli armoured planes shot down a Libyan civil aircraft that had lost its way over Sinai. This resulted in the death of 108 innocent passengers. During the night of 9-10 April 1973 Israeli commando forces raided the city of Beirut. They murdered three Palestinian leaders in their sleeping quarters and slew a number of Palestinian refugees and Lebanese civilians. It was a real Mafia operation, yet it was perpetrated not by outlaw gangs but by the authorities of a Member State of the United Nations.",1973,negative,-0.876235,"{'sadness': 0.59606, 'joy': 0.108418, 'fear': 0.121965, 'disgust': 0.519078, 'anger': 0.146146}"
11,"142.	Unfortunately, Israel continues to commit these crimes. It is attacking civilians, children, women and diplomats, particularly in Syria. While the Egyptians and the Syrians are sacrificing themselves and are dying, and are confining their combat to the occupied territories; while they regard themselves as occupied people, the Israelis not only do not regard themselves as occupiers but are making civilians targets in the battle.",1973,negative,-0.8078,"{'sadness': 0.473452, 'joy': 0.016579, 'fear': 0.181703, 'disgust': 0.344551, 'anger': 0.254512}"
12,"175.	Israel ignores these truths. It continues to violate and defy the condemnations and the resolutions coming from the international community. In recent, months the Palestinian people have been the victim of a new form of a war of extermination. The Israeli forces attack Palestinian camps; they destroy their shelters, kill men, women and children in pursuit of their premeditated policy designed to sow terror and disperse the population. In the past Israel used as a pretext the acts of the fedayeen. Today it does not even trouble to invoke those fallacious pretexts. It undertakes so-called preventive action for the sole purpose of expanding the conflict and aggravating it. It is thus that the forces of Israel are constantly pursuing their aggressions against the territory of Lebanon and its air space, inflicting heavy human and material losses, particularly in the southern portion of the country, thereby violating the principles of the Charter and of international law, as well as the terms of armistice agreed upon between Lebanon and Israel in 1949, the implementation of which is supervised by the United Nations.",1974,negative,-0.770525,"{'sadness': 0.620409, 'joy': 0.120504, 'fear': 0.568199, 'disgust': 0.109767, 'anger': 0.171743}"
13,"67.	The essential elements in the proposed settlement must be recognized and accepted without equivocation by one and all. Chief among them is the principle of the inadmissibility of the acquisition of territory by war. In accordance with this principle, Israel must withdraw its armed forces from the territories occupied by it as a result of war. If this principle is rejected, the Charter becomes a dead letter. The second element is the acknowledgment, not merely in words but in policy and practice as well, of the sovereignty, territorial integrity and political independence of every State in the area, including Israel, and of the right of every State in the Middle East, including the State of Israel, to live in peace within secure and recognized boundaries free from threats or use of force. The third element is the guarantee of freedom of navigation through international waters in the area. Finally, and most important of all, there is the need for a just settlement of the refugee problem, which is a piece of circumlocution and a euphemistic synonym for the restoration of the right to self-determination of the peoples of Palestine which would give them a separate Arab Palestinian State as provided for and endorsed by the United Nations in the Partition Plan of 1947 [resolution 18/ (II)]. It is only by ensuring for the Palestinians the exercise of their right of self-determination that the United Nations can terminate the grim ordeal of a people who have for more than 25 years been compelled to lead a life bereft of hope, dependent on the charity of the international community, betrayed, as no other people in the world has been betrayed, by the very Organization that helped create the State of Israel. It is not by raining death and destruction on the defenseless women and children in the Palestinian Arab refugee camps and by enveloping them in a constant nightmare of fear and terror that a solution can be found. This derelict mass of displaced humanity must be given a home and a State in which they can live in honor and dignity without being left to languish and decay in humiliation and desolation.",1974,negative,-0.45871,"{'sadness': 0.589277, 'joy': 0.196323, 'fear': 0.677024, 'disgust': 0.082245, 'anger': 0.145877}"
14,"99.	The odious acts of aggression committed every day by the forces of the Zionist occupation against innocent men, women and children in the occupied West Bank, the consolidation of Zionist settlements, the desecration of holy Islamic shrines, the confiscation of lands, the changing of the historical and demographic character of the area in order to sanction Israel's illegitimate presence in Palestine and to perpetuate its occupation of the Arab territories all this cannot escape the notice of the international community and cannot continue without international condemnation and disapproval and the adoption of urgent and practical measures in order to eliminate these actions.",1976,negative,-0.729439,"{'sadness': 0.386923, 'joy': 0.273646, 'fear': 0.133672, 'disgust': 0.088171, 'anger': 0.21166}"
15,"183.	Last year, on the occasion of the thirty-first session of the General Assembly, I raised with some apprehension the question of East Timor and said how concerned my Government was by the situation in that country. Today we have to say that, despite the appeal from the United Nations to Indonesia that country, deaf and insensible, continues its illegal occupation of East Timor, and thousands of the people of Timor, women, children and the aged, are dying or still suffering from the fire and the arrogant boots of the Indonesian armed forces.",1977,negative,-0.860984,"{'sadness': 0.660423, 'joy': 0.013135, 'fear': 0.069251, 'disgust': 0.267683, 'anger': 0.309668}"
16,"181.	Resolution 242 (1967) makes no mention whatsoever of the PLO. The PLO is a terrorist organization whose record is one of deliberate and indiscriminate atrocities against innocent civilians, including women and children. The PLO is governed by the Palestinian National Covenant of 1964, as amended in 1968 and reconfirmed as recently as in March of this year by the Palestinian National Council in Cairo.",1977,negative,-0.929552,"{'sadness': 0.34066, 'joy': 0.04559, 'fear': 0.214777, 'disgust': 0.499437, 'anger': 0.180287}"
17,"74.	Having secured its southern flank, the Israeli regime has been emboldened to intensify its campaign of aggression and terror against the Palestinian and Lebanese people, including women and children, in furtherance of its designs on the unity and territorial integrity of Lebanon. We cannot but condemn such flagrant violations of the principles of international law and the Charter of the United Nations.",1979,negative,-0.664503,"{'sadness': 0.153964, 'joy': 0.066636, 'fear': 0.292016, 'disgust': 0.289549, 'anger': 0.205824}"
18,"11.	The State of Qatar condemns the continuing Israeli aggression against Lebanese territory. The State of Qatar condemns Israel's continuing violation of the sovereignty and integrity of this Arab country. As we have emphasized, the Israeli involvement in Lebanese internal affairs increases the potentialities of an explosion of the Middle East situation. World public opinion is not unaware of the fact that the victims of the recur-rent atrocious Israeli hostilities in southern Lebanon are always unarmed civilians, including innocent old people, women and children.",1979,negative,-0.854632,"{'sadness': 0.272319, 'joy': 0.085109, 'fear': 0.086927, 'disgust': 0.502361, 'anger': 0.390587}"
19,"276.	Perhaps the best refutation of that delusion is the situation prevailing in southern Lebanon. Since the signing of the Camp David agreements, whereby Israel became reassured of the total disregard by the Egyptian Government of international legitimacy and of Egyptian national and pan-Arab obligations, Israel has intensified its land, air and sea attacks against southern Lebanon. These acts of aggression constitute a continuous war of annihilation against the Lebanese and Palestinian peoples. In these attacks Israel is using the most modern weapons supplied by the United States, with the result that thousands of innocent people—women, elderly men and children—are killed; towns, villages and their economic life are destroyed; hundreds of thousands of civilians are forced to leave their homes. By means of this war, which Israel is waging after having received the green light at Camp David, the Israelis want to perpetuate their occupation of some regions in southern Lebanon through their agents, who have betrayed their country and their people.",1979,negative,-0.561728,"{'sadness': 0.206777, 'joy': 0.481413, 'fear': 0.129906, 'disgust': 0.618277, 'anger': 0.195317}"
20,"297.	The recent barbarous Israeli raids against Palestinian civilian targets in southern Lebanon and Beirut, which resulted in 2,567 casualties and the destruction of hundreds of Palestinian hospitals, schools and dwellings, have added a dangerous dimension to the Middle East conflict. The six member mission of the Coordinating Bureau of NonAligned Countries, of which Afghanistan was a member, visited Lebanon from 20 to 23 August to examine and assess the damage and destruction resulting from Israeli attacks on Beirut and southern Lebanon. The report of that mission [Al36/547] determined the genocidal nature of those attacks, which resulted in the death of hundreds of civilians, including the elderly, women and children.",1981,negative,-0.873984,"{'sadness': 0.22624, 'joy': 0.01424, 'fear': 0.358434, 'disgust': 0.162021, 'anger': 0.439376}"
21,"204.	Although the Arab nation does not bear any responsibility for the persecution of the Jews, the great Powers made it pay the penalty for that persecution. They detached by force a part of Palestine, expandable according to the wishes of the Zionist entity, in order to establish there the 'State of Israel'. If the Zionist entity pretended to the world that it was peaceful and desired nothing but recognition by the Arabs and permission to live in peace and security within the borders of die land usurped from Palestine, that pretension was proved false after the 1967 aggression. It has become clear that the Zionist entity is, in its very nature and objectives, an aggressive and expansionist one, since it has occupied the whole of Palestine, Sinai in Egypt and the Golan Heights in Syria. Since that aggression that entity has imposed by force and blackmail a special theory of security that is most odd and contrary to all norms and traditions of international life. The Zionist entity continues to commit aggression against the Arab States on the pretext of assuring its security. It has expanded in Arab territories, building colonial settlements, and has committed the ugliest crimes against peaceful towns and villages, including the killing of women and children. The Zionist aggression against Iraq, which is not a neighbor of the Zionist entity, has been based on the theory that it has the right to strike and commit aggression everywhere in Arab territories on the pretext of protecting its own security. The Zionist entity has not been satisfied with that; it has gone to the length of committing the crime of murder against the Iraqi and other Arab scientists who have been assassinated in some European capitals during past years and this year.",1981,negative,-0.652353,"{'sadness': 0.552065, 'joy': 0.142467, 'fear': 0.152371, 'disgust': 0.496382, 'anger': 0.468465}"
22,"182.	Israel was established on a basis of aggression and continues to thrive on it. Its history has been marked by policies of expansion, torture and occupation, which form the basis of its existence. In the course of just one month Israel has committed two criminal aggressions against two Arab capitals. The Security Council adopted a resolution condemning Israel for its aggression against the nuclear reactor in Iraq [resolution 487 (1981)]. No sooner had the ink on that resolution dried than Israel committed a savage crime against areas crowded with civilians in Beirut, killing and wounding hundreds of people, including women, old people and children.",1981,negative,-0.802119,"{'sadness': 0.262715, 'joy': 0.074464, 'fear': 0.110478, 'disgust': 0.445607, 'anger': 0.148221}"
23,"We greatly appreciate the candor with which the Secretary  General in 
his report has brought to our notice the shortcomings of the 
Organization. We in Bangladesh will support the Secretary General in 
all his efforts to make the United Nations an effective organization 
for maintaining world peace and security. Bangladesh has chosen non 
alignment as the cornerstone of its foreign policy. We are committed 
to working tirelessly together with other peace loving nations of the 
world to create an environment of peace in which people can harness 
all available resources to combat the scourge of poverty, hunger, 
disease and illiteracy, thus achieving economic freedom without 
sacrificing political freedom. As at previous sessions this year, 
too, we have a long agenda and we are very conscious of the number of 
crucial issues before us. We notice a progressive decline in the 
international situation. There is widespread use offence, the 
continuing existence of foreign occupation forces and acts of 
aggression, total disregard for the principle of self determination, 
and flouting of resolutions adopted by the General Assembly and the 
Security Council. The situation prevailing in the Middle East remains 
dangerous and highly explosive, posing a serious threat to 
international peace and security. This state of affairs is due to the 
persistence of Israel in its flagrant denial of the inalienable 
rights of the Palestinian people, as recognized by the United 
Nations. The latest Israeli holocaust in Lebanon has rendered the 
situation in the Middle East more explosive than ever before. Along 
with the peoples of all peace loving nations, we in Bangladesh have 
been stunned by the appalling act of inhuman massacre of a large 
number of innocent and unarmed Palestinian men, women and children in 
their camps in west Beirut. The Government of Bangladesh is of the 
view that the question of Palestine constitutes the core of the 
Middle East problem. There can be no just and lasting peace in the 
Middle East unless the Palestinian people can exercise their 
legitimate rights, including the right to return to their homeland, 
their right to self determination and to establish a State of their 
own under the leadership of the PLO their sole and legitimate 
representative, with Jerusalem as its capital. Further, the 
inadmissibility of the acquisition of territory by force imposes an 
obligation on Israel to withdraw completely from all the territories 
it has occupied since 1967, including the Holy City of Jerusalem. Any 
solution that fails to recognize these rights and realities will pose 
a constant threat to peace and stability in the region. We are 
particularly distressed at the continuing and self defeating armed 
conflict between Iraq and the Islamic Republic of Iran. Bangladesh, 
as a member of the Islamic Peace Committee, has made sincere efforts 
to resolve that conflict peacefully. It is a great tragedy that 
despite our collective efforts the war is still continuing. We should 
like to make a renewed appeal to Iran and Iraq to stop this armed 
conflict forthwith and to resolve their differences through peaceful 
means. It is also extremely disheartening that the crises in 
Afghanistan and in Kampuchea remain unresolved. We should do 
everything possible to ensure the withdrawal of all foreign troops 
from those two countries and to ensure that the people in both those 
countries are permitted to determine their own destinies without any 
outside intervention or interference. We firmly believe that peace is 
possible In southern Africa only through the transfer of power to the 
people of Namibia. We appreciate the sustained mediatory efforts of 
the five Western Powers in evolving an agreement on Namibia's 
transition to independence under the control and supervision of the 
United Nations. It is the view of Bangladesh that peace and security 
would be promoted through the creation of zones of peace in areas 
like the Indian Ocean, South Asia and South East Asia, the 
Mediterranean and other regions. Such zones would have to take into 
account the interrelated aspects of eliminating the military presence 
of and threat from external Powers and the maintenance of security 
among the regional States. In this context, we support the convening 
of a conference in Sri Lanka next year as a step towards the 
implementation of the Declaration of the Indian Ocean as a Zone of 
Peace. Bangladesh has also been making unrelenting efforts to promote 
peace and stability in the South Asian region through the creation of 
a climate of trust, understanding and co operation on the basis of 
mutual respect for sovereign equality and non interference in the 
internal affairs of other States. Taking into account our friendly 
relations within our region with India, Pakistan, Nepal, Bhutan, Sri 
Lanka and Maldives, Bangladesh has proposed the creation of a 
regional co operation forum among those countries. Substantial 
progress has been made towards the implementation of this proposal, 
and the necessary preparatory work is still under way for making the 
process self  sustaining and irreversible. It has also been decided 
to convene a meeting at the level of Foreign Ministers next year to 
launch the forum. We believe that our statement on global issues 
would be incomplete if we did not say a few words about our national 
efforts to achieve a better living for our people. Mr. H. M. Ershad, 
on assumption of the office of the head of Government of Bangladesh, 
clearly spelt out his Government's objectives: first, to bring 
maximum benefit to the 90 million people of Bangladesh; secondly, to 
ensure maximum participation by the people of the country through 
existing political institutions and, thirdly, to create a simple, 
well balanced administration capable of responding to the needs of 
the people. In order to achieve these objectives, the Government of 
Bangladesh has spelt out plan priorities, which are: self sufficiency 
in agriculture, population control, encouragement of the private 
sector, universal primary education and extensive and integrated 
rural development programmes, including health and social welfare.",1982,positive,0.374368,"{'sadness': 0.216832, 'joy': 0.553487, 'fear': 0.534549, 'disgust': 0.095403, 'anger': 0.139635}"
24,"44.	In the Middle East, the wounds inflicted 
on Lebanon by a barbarous act of aggression are 
still fresh. The world was shocked by the crimes 
of the ruling Tel Aviv circles. Such crimes would 
of course have been impossible without support 
from their powerful strategic ally. Flouting the 
Charter and United Nations resolutions, Israel 
has destroyed thousands of innocent Lebanese and 
Palestinians. The height of shameless behavior by 
these contemporary vandals was reached in the 
mass slaughter of defenseless women, children and 
the elderly in Palestinian camps.",1982,negative,-0.707146,"{'sadness': 0.189434, 'joy': 0.121735, 'fear': 0.065836, 'disgust': 0.54063, 'anger': 0.251737}"
25,"Recent events in the Middle East can be described 
by only one word, horror. The massacres at Sabra 
and Shatila, despicable acts directed at women, 
children and the elderly, constitute nothing less 
than the crime of genocide, which no country that 
supports the ideals of the United Nations can 
tolerate. I wish to reiterate from this rostrum 
my country's condemnation of that abject act 
which compounds other attempts by the State of 
Israel to contain the just struggle of the 
Palestinian people, through the PLO, for 
self-determination. The life of wandering forced 
on that people cannot continue. That is why my 
country continues to support Security Council 
resolutions 242 (1967) and 338 (1973) as the 
basis for an acceptable solution to the conflict 
in the Middle East.",1982,negative,-0.830007,"{'sadness': 0.465919, 'joy': 0.01188, 'fear': 0.106147, 'disgust': 0.47099, 'anger': 0.276048}"
26,"We vigorously condemn the hideous massacres of 
women children and old people in the Palestinian 
camps in west Beirut. It is deplorable that the 
resolutions and decisions adopted by the Security 
Council on the question of the Middle East, 
particularly with regard to Palestine, have 
remained a dead letter.",1982,negative,-0.824916,"{'sadness': 0.282609, 'joy': 0.022303, 'fear': 0.193314, 'disgust': 0.567906, 'anger': 0.214262}"
27,"26.	We reaffirm our full support for the 
sovereignty, independence, territorial integrity 
and unity of much- tormented Lebanon. The 
abhorrent massacre of Palestinian civilians, 
women and children, has appalled and brought 
unparalleled shock to our people and has 
underlined the need for effective measures for 
the protection of all the population in Lebanon.",1982,negative,-0.413803,"{'sadness': 0.108973, 'joy': 0.06426, 'fear': 0.122781, 'disgust': 0.318907, 'anger': 0.213857}"
28,"179.	Israel dishonored all its pledges and 
guaran¬tees under the agreement reached on the 
withdrawal of PLO forces from Beirut when Israeli 
troops pushed into west Beirut and inside the 
refugee camps of innocent Palestinian civilians 
in Sabra and Shatila unleashing their henchmen 
and lackeys, murderers and assassins to butcher 
children, babies, women and elderly men who were 
under the protection of the Israeli occupation 
army, on a dark day of shame for Israel.",1982,negative,-0.903027,"{'sadness': 0.49889, 'joy': 0.009451, 'fear': 0.074946, 'disgust': 0.556025, 'anger': 0.199944}"
29,"While my country, Fiji, in the peaceful South Pacific Ocean, is 
thousands of miles away from the Middle East, our commitment to world 
peace led to our direct involvement in United Nations efforts to 
bring peace and stability to the area. Of particular concern to my 
Government has been the recent resurgence of war in the unfortunate 
country of Lebanon. The resultant massacres of Palestinian men, women 
and children is a matter  to be deplored by all. My Government has 
already condemned all those that were directly or indirectly involved 
in the killings. The problem of Lebanon is part of the overall 
problem of the Middle East J which has defied solution for more than 
three decades. In the mean time, new elements have been injected into 
the conflict and this has made peace in the area even more elusive.",1982,negative,-0.56134,"{'sadness': 0.62336, 'joy': 0.562365, 'fear': 0.124901, 'disgust': 0.490759, 'anger': 0.125074}"
30,"The recent horrors which accompanied the ruthless 
Israeli invasion of Lebanon and senseless 
slaughter of innocent men, women and children in 
west Beirut heighten the necessity for a 
comprehensive, just and lasting solution to the 
Middle East situation and the Palestinian 
question. There has undeniably been a quickening 
of the conscience of peoples to the urgent need 
to terminate the Palestinian diaspora and to 
bring about the creation of a homeland for the 
Palestinians in Palestine, as envisaged by early 
resolutions of the Assembly.",1982,negative,-0.420624,"{'sadness': 0.346279, 'joy': 0.104148, 'fear': 0.327249, 'disgust': 0.216782, 'anger': 0.273846}"
31,"The Iraqi regime, in the course of this war, has not hesitated to 
commit the full gamut of crimes against the defenseless people, the 
innocent civilians, of the occupied regions; there is nothing 
comparable except the crimes committed by the Israeli aggressors in 
west Beirut. Violation of the women and children of the occupied 
regions; repeated bombardment of hospitals, schools and government 
offices; pounding with missiles of the residential areas of large and 
populous border cities; torture and killing of revolutionary guards, 
as proved by documents which undeniably exist: those are only a few 
examples of these innumerable crimes. AH these acts openly violate 
the Geneva Convention on the Protection of Civilian Persons in Time 
of War, of 12 August 1949, its two Protocols of 1977 and the Charter 
of the United Nations. It is indeed strange that that regime, 
claiming that the measures taken by the Government of the Islamic 
Republic of Iran to defend itself violate the principles of the 
Charter and threaten international peace and security, has now, on 
the basis of that pretext, requested the inclusion of a new item in 
the agenda of this session of the General Assembly.",1982,negative,-0.899705,"{'sadness': 0.274796, 'joy': 0.031087, 'fear': 0.215133, 'disgust': 0.375446, 'anger': 0.440464}"
32,"The destruction of life that has taken place in 
Lebanon leaver us all shocked and horrified, 
particularly with regard to the recent massacre 
of Palestinian refugees in Beirut. That 
indiscriminate killing of innocent people, 
including women and children, in the refugee 
coups in Beirut is a gross viola on of human 
rights and accepted international law and 
morality. As my Presi¬dent said in his statement 
on the tragedy, this callous and barbaric act 
against defenseless Palestinians, coming as it 
did soon after the evacuation of Palestinian 
military personnel from Lebanon, shocked the 
con¬science of the world and must be vigorously 
con¬demned by all peace-loving nations. President 
Moi has repeatedly stated that Kenya values human 
life and will always condemn acts which destroy 
life. I wish to reiterate here Kenya's conviction 
that no lasting peace in the Middle East can be 
achieved without due recognition of the 
legitimate rights of the Palestinian people, 
including their right to inde¬pendence and to a 
sovereign homeland of their own. Once again, 
Kenya calls for the immediate withdrawal of 
Israeli and all other foreign troops from 
Lebanese territory, in the interest of peace and 
stability in the region.",1982,negative,-0.467814,"{'sadness': 0.297066, 'joy': 0.151787, 'fear': 0.127417, 'disgust': 0.581391, 'anger': 0.468276}"
33,"160.	On 20 September 1982 the Ministry of 
Foreign Affairs in Oman issued the following 
statement about the events in Lebanon:

  The Sultanate strongly denounces the barbaric 
massacres which have been committed and are being 
committed by Israel against unarmed Palestinian 
refugees, men, women and children, in the Sabra 
and Shatila camps in west Beirut.",1982,negative,-0.704738,"{'sadness': 0.423074, 'joy': 0.035123, 'fear': 0.070031, 'disgust': 0.520448, 'anger': 0.135827}"
34,"Israel's invasion of west Beirut and its 
massacre of defenceless Palestinian refugees, old 
men, women and children, were part of a policy of 
aggression and expansion which the Israeli 
occupation authorities were implementing, with 
civilians as their victims. Their actions have 
defied all human values and international mores.",1982,negative,-0.48199,"{'sadness': 0.467082, 'joy': 0.071839, 'fear': 0.057202, 'disgust': 0.324267, 'anger': 0.177599}"
35,"139.	Israel's use, in its barbaric aggression against Lebanon, of 
the most destructive and deadly weapons against civilians-women, 
children and the aged- does not merely reveal Israel's malicious, 
aggressive, terrorist and evil nature; it also lays responsibility at 
the door of the countries that supply Israel with weapons.",1982,negative,-0.986086,"{'sadness': 0.223651, 'joy': 0.038816, 'fear': 0.497071, 'disgust': 0.223245, 'anger': 0.404989}"
36,"141.	The barbaric acts committed by Israel in west Beirut, to 
which thousands of Palestinian refugees -women, children and the 
aged-have fallen victim in the Shatila and Sabra camps, are but 
further confirmation of Israel's aggressive nature and criminal 
character. These massacres of innocent and defenceless civilians were 
not only aimed at the Palestinian and Lebanese people, but are a 
shameful stigma for humanity itself. They have given the lie to 
Israel's calumny and its fallacious claims that Israeli troops 
entered west Beirut to maintain peace and security. For it has been 
proved beyond doubt that this flagrant act of aggression was aimed at 
liquidating the Palestinian and Lebanese peoples.",1982,negative,-0.87586,"{'sadness': 0.263856, 'joy': 0.019314, 'fear': 0.059607, 'disgust': 0.700811, 'anger': 0.28838}"
37,"Is it the security that was the pretext for 
annexing Arab Jerusalem and declaring it the 
eternal capital of Israel over the objection of 
the world and against the resolutions of the 
General Assembly and of the Security Council? Is 
it the security that was the pretext for 
occupying and then annexing the Syrian Golan 
Heights, the strategic heights that overlook 
Damascus? Is it the security that was the pretext 
for the perpetual occupation of the West Bank and 
for the planting of fortified settlements and 
armed settlers in the midst of hundreds of 
thou¬sands of unarmed Palestinian villagers? Is 
it the secu¬rity that was the pretext for 
storming through southern Lebanon, destroying its 
towns and villages, besieging Beirut and 
interring in Lebanon's internal affairs after 
violating its sovereignty and destroying its 
national unity? Is it, in the final analysis, the 
security that was the pretext for exterminating 
thousands of unarmed Palestinians, women, old 
peo¬ple and children, because more than 30 years 
of homelessness and oppression had not silenced 
their demands for the fulfilment of their 
legitimate rights?",1982,negative,-0.79297,"{'sadness': 0.170376, 'joy': 0.019289, 'fear': 0.270621, 'disgust': 0.413034, 'anger': 0.461951}"
