,text,year,sentiment,score,emotion
10,"92.	No very effective procedure has been worked out by our Organization for providing speedy assistance to States Members which are victims of natural catastrophes. Thus, Bangladesh, having just emerged from war, has been almost entirely flooded; in India millions of men and women are likely dying of hunger as the result of a long unprecedented drought; and in Honduras hundreds of human lives have been lost, thousands are without shelter, and the economy has been hard hit by the passage of the latest hurricane. All these countries need immediate aid from the inter-national community, channeled through the Organization.",1974,negative,-0.627604,"{'sadness': 0.601851, 'joy': 0.02717, 'fear': 0.060399, 'disgust': 0.488352, 'anger': 0.085066}"
11,"93.	The magnitude of the longterm problem is clear. At present rates of population growth, world food production must double by the end of this century to maintain even the present inadequate dietary level and an adequate diet for all would require that we triple world production. If we are true to our principles, we have an obligation to strive for an adequate supply of food to every man, woman and child in the world. This is a technical possibility, a political necessity and a moral imperative.",1974,positive,0.740513,"{'sadness': 0.194782, 'joy': 0.497256, 'fear': 0.126361, 'disgust': 0.168678, 'anger': 0.078696}"
12,"37.	My delegation deplores, and with good reason, the fact that so many billions are spent on the manufacture of deadly weapons, while at the same time millions of men and women are dying I was simply going to say of hunger.",1975,negative,-0.974886,"{'sadness': 0.693947, 'joy': 0.165827, 'fear': 0.189657, 'disgust': 0.05789, 'anger': 0.056332}"
13,"65	We in Burundi therefore feel that when less than 25'per cent of the world's school-age children have
had any schooling, and when for every 100,000 persons there are only one doctor and less than five hospital beds available to them and I shall not prolong this list; there would be no point in doing so  there is something wrong with counting heads among those who are privileged, because this would inevitably lead to establishing statistics about those, far too numerous, whom fortune has obstinately forgotten. What is to be gained, indeed, in finding out that there are more women than men, or vice versa, among those who can do nothing to ease their poverty?",1975,negative,-0.759101,"{'sadness': 0.548114, 'joy': 0.082937, 'fear': 0.361929, 'disgust': 0.084106, 'anger': 0.22731}"
14,"24.	The United Nations has in recent years established Programs for development, food, population and the regulation of the exploitation of the resources of the high seas. Many conferences have been convened under the auspices of the United Nations, including the World Conference of the International Women's Year, held this year, which adopted important resolutions to establish the equal rights of women and men, and to eliminate the causes of injustice and deprivation to which half the population of the world is exposed. The World Food Conference, held last year at Rome, set up Programs for assistance to developing countries in satisfying their needs for food, and to enable them to increase the production of their food resources and to develop their food Programs.",1975,positive,0.985263,"{'sadness': 0.169709, 'joy': 0.501112, 'fear': 0.01996, 'disgust': 0.078889, 'anger': 0.261817}"
15,"334	With regard to employment, the only requirements for access to the highest posts are professional
qualifications and efficiency, and of course both sexes are assured of equality of pay and opportunity. Thus it is that countless women occupy responsible positions in the public sector: education, the legal profession, customs, health, the labor inspectorate, social security, finance, law enforcement, and so forth.",1975,positive,0.790719,"{'sadness': 0.05828, 'joy': 0.056949, 'fear': 0.073946, 'disgust': 0.142693, 'anger': 0.120108}"
16,"336.	Everything has been done to allow our women to take their full responsibility as workers. We have many centers for the care of mothers and children where nutritional education for the mother supplements the medical care provided for the child. A very elaborate system of pre-school education is available to children from three to six years of age, thus freeing the mother to pursue remunerative economic activities, whether in handicrafts or agriculture. Special training schools and community development agents place their experience at the service of the population to help raise their standard of living.",1975,positive,0.657451,"{'sadness': 0.199613, 'joy': 0.266325, 'fear': 0.003778, 'disgust': 0.036026, 'anger': 0.120944}"
17,"105.	The process of disarmament cannot be successful unless all States participate, for in the event of a conflict no State, great or small, will be spared. This is a particularly serious problem because, according to the statistics, more than $300,000 million are being spent each year on the arms race. At the risk of repeating what other delegations have already said, I would say that, if that amount of money were used to fight poverty in the world, the lives of millions of dispossessed men, women and children who are in the grip of sickness and hunger could be spared.",1975,negative,-0.897246,"{'sadness': 0.611311, 'joy': 0.060383, 'fear': 0.287927, 'disgust': 0.157891, 'anger': 0.166608}"
18,"220.	Last year, on behalf of my Government, I stressed the folly of squandering vast resources on the armaments race, which is now estimated to cost $300,000 million a year over $75 for every man, woman and child living on this earth. This is a frightening thought, when we know that over 1,000 million people have less than $200 a year to live on. It is an appalling waste of resources considering the desperate need to use all the skill and capital investment available for developing new sources of energy to help provide the increasing supply of food that is urgently needed to prevent much of the world's population growing, up with stunted bodies and minds.",1975,negative,-0.744139,"{'sadness': 0.411781, 'joy': 0.103461, 'fear': 0.495878, 'disgust': 0.037406, 'anger': 0.091354}"
19,"44.	The United Nations has shown an exceptional capacity to respond to the needs of the world's peoples on a planetary basis. It has shown an overall concern for the development needs of the poor nations and established enterprises which deal with problems such as that of the world's population and its threatened environment. It continues to work towards the improvement of the health, living conditions and food supply of peoples. It has shown deep concern for the welfare of children, the hope of future generations, and wisely supported the fundamental social revolution aimed at raising the status of women and involving them in the processes of development.",1975,positive,0.476924,"{'sadness': 0.336365, 'joy': 0.178596, 'fear': 0.065417, 'disgust': 0.155383, 'anger': 0.102629}"
20,"9.	What is more, our disquiet about the human species is evident from the fact that, despite the many accords or negotiations on disarmament, the infernal and terrifying arms race in the most sophisticated and deadly weapons engulfs amounts of energy and capital which could have served to nourish thousands of men, women and children who are dying of hunger throughout the world. This arms race is also spreading to other regions of the world.",1976,negative,-0.808066,"{'sadness': 0.330561, 'joy': 0.191333, 'fear': 0.391581, 'disgust': 0.261208, 'anger': 0.046444}"
21,"21.	The Guatemalan woman is not redecorating her home; she is rebuilding it with her own hands. Side by side with the men, she is rebuilding houses, working in the wheat and corn fields. She is helping the needy. She is a mother and a refuge to the orphaned and the old who have lost everything, even an awareness of their age.",1976,negative,-0.878545,"{'sadness': 0.48805, 'joy': 0.189602, 'fear': 0.193908, 'disgust': 0.246836, 'anger': 0.116473}"
22,"153.	When I spoke in the General Assembly last year the war in Lebanon was but six months old. At that time some 5,000 people had already been killed and nearly 18,000 wounded. Twelve months have passed since then; the carnage goes on. By now over 40,000 men, women and children have lost their lives and over 100,000 have been wounded-and this out of a total population of less than 2.5 million. A rough equivalent would be a toll of killed and wounded totaling some 13 million in the United States, 15 million in the Soviet Union and 3 million in France. The ruin and devastation are almost beyond description; most of the flourishing towns and villages of Lebanon have become a bloody and merciless wasteland.",1976,negative,-0.841525,"{'sadness': 0.692917, 'joy': 0.0518, 'fear': 0.107775, 'disgust': 0.179752, 'anger': 0.178862}"
23,"66.	Is our collective conscience so impervious to tragedy that we would allow 10,000 men, women and children in the developing nations to die of starvation every day?",1976,negative,-0.948384,"{'sadness': 0.754637, 'joy': 0.032749, 'fear': 0.088471, 'disgust': 0.21661, 'anger': 0.120718}"
24,"91.	I shall not read all the economic provisions appearing in the United Nations Charter, but may I read this part of the Preamble: 'We, the peoples of the United Nations, determined... to promote social progress and better standards of life in larger freedom ...The cautious estimates established at the World Food Conference, held in Rome in November 1974, indicated that 500 million human beings were affected by famine and malnutrition. Forty per cent were children, of whom over 300 million suffered 'serious physical retardation'. The World Bank, for its part, says that 750 million men, women and children live in nearly absolute poverty, with a per capita income of less than $50 a year.",1976,negative,-0.458502,"{'sadness': 0.27832, 'joy': 0.413353, 'fear': 0.191043, 'disgust': 0.173375, 'anger': 0.091461}"
25,"234.	This is the way it was at Mapai. In an action that involved the use of varied military equipment, reactionary forces invaded our territory, destroying non-military targets, murdering dozens of unprotected Mozambicans, This is also the way it was at Nyazonia, a camp of Zimbabwean refugees under the auspices of the United Nations High Commissioner for Refugees. In an action that went on for several hours, the Rhodesian racists murdered in cold blood 675 Zimbabwean refugees men, women and children. The brutality of the action has been clearly described by the representative of the High Commissioner for Refugees in Mozambique who visited that place.",1976,negative,-0.812828,"{'sadness': 0.189934, 'joy': 0.012101, 'fear': 0.095828, 'disgust': 0.720286, 'anger': 0.314551}"
26,"219.	The long and terrible years of unbroken drought are still fresh in our memories, and the efforts undertaken for the development of our natural resources and in the search for self-sufficiency in food production constitute today a clear motivation for a common mobilization of all our citizens. For example, national organizations of young men and women, throughout the vast territory of 1,267,000 square kilometres, are engaged in collective activities in the fields of social self-help, development and the reconstruction of the cultural heritage of the national community.",1977,positive,0.653558,"{'sadness': 0.454504, 'joy': 0.501255, 'fear': 0.012732, 'disgust': 0.036093, 'anger': 0.011594}"
27,"217.	Our struggle to eliminate under-development continues. It is manifest in the actions we have undertaken to increase the strength and capacity of our country by intensifying economic activity and mobilizing our population in women's, workers', children's and youth groups for purposes of development and, hence, for its welfare.",1977,negative,-0.300899,"{'sadness': 0.304863, 'joy': 0.115678, 'fear': 0.091232, 'disgust': 0.06465, 'anger': 0.079274}"
28,"76.	This is a humanitarian question and we think it is unjust and abnormal that a tiny part of the world should live in abundance, while millions of men, women and children are reduced to poverty, unemployment, sickness and ignorance.",1977,negative,-0.977485,"{'sadness': 0.226547, 'joy': 0.439719, 'fear': 0.079938, 'disgust': 0.186861, 'anger': 0.190459}"
29,"141.	The United States believes strongly that a key objective of foreign assistance should be to help meet basic human needs. We recognize that nations will have different development priorities in approaching this goal. Whether emphasis is on enhancing the productivity of the poor, increasing food production, improving health or expanding industry which creates jobs, the critical ingredient in every nation is to have all its citizens—men and women—as active participants in and beneficiaries of their nation's growth.",1978,positive,0.781456,"{'sadness': 0.093911, 'joy': 0.588181, 'fear': 0.009527, 'disgust': 0.004939, 'anger': 0.023571}"
30,"247.	In South-East Asia, the plight of the 'boat people' from Viet Nam and the land refugees from Kampuchea has assumed tragic proportions. Innocent men, women and children have been displaced and rendered homeless on a massive scale. They have been forced to flee from war, famine, disease and the abhorrent pressure of political coercion. A major humanitarian crisis exists. This has precipitated serious political and economic problems and tensions in the region. The exodus has been of such proportions as to jeopardize regional stability.",1979,negative,-0.879333,"{'sadness': 0.675315, 'joy': 0.052582, 'fear': 0.533281, 'disgust': 0.133173, 'anger': 0.12806}"
31,"254.	The United Nations has embarked upon a number of action-oriented programmes. The International Year of the Child, the United Nations Decade for Women, the two United Nations Development Decades, the Disarmament Decade and the Decade for Action to Combat Racism and Racial Discrimination, have all aimed to improve the lot of individual men and women.",1979,negative,-0.646636,"{'sadness': 0.275412, 'joy': 0.259419, 'fear': 0.006897, 'disgust': 0.33468, 'anger': 0.035888}"
32,"43.	I do not have to show or prove here how profoundly unjust and incompatible with the development of the under-developed countries the existing international economic system is, The figures are already so well known that it is unnecessary for us to repeat them here. There are discussions on whether there are only 400 million undernourished people in the world or whether the figure has once again risen to 450 million, as certain, international documents state; but 400 million hungry men and women already constitute too heavy an accusation.",1979,negative,-0.892299,"{'sadness': 0.287256, 'joy': 0.449092, 'fear': 0.256783, 'disgust': 0.027892, 'anger': 0.047765}"
33,"293.	When it took the helm of State in Equatorial Guinea on 3 August 1979, the Supreme Military Council peacefully invited Mr. Macias Nguema Biyogo to come forward and submit to the will of the people and the fate history had dealt him. His freedom and that of his family were guaranteed. Elders of the population were sent to him as emissaries to persuade him to offer no resistance and to show him that the people itself were calling for him to step down. Despite all these efforts, Mr. Maci'as shamefully urged a small group—his personal bodyguard, which consisted mainly of family members—to resist on his behalf, risking thereby the loss of innocent human life. And even worse, the ex-President, acting in a fanatical, desperate and irresponsible manner burned all the bank-notes of the National Treasury, which he had removed to his birthplace. These amounted to more than 5,000 million ekule—the local currency—as well as foreign currency to the approximate value of $10 million. Mr. Maci'as bombed several towns and massacred the peaceful and noble townspeople; children, women and old people were ruthlessly massacred in retaliation against the military uprising.",1979,negative,-0.597255,"{'sadness': 0.567849, 'joy': 0.433138, 'fear': 0.087702, 'disgust': 0.512501, 'anger': 0.446594}"
34,"316.	I regard it as unnecessary to say that neutrality is not the same thing as indifference. No one could be indifferent to the death of more than 40,000 men, women and children, or to the fate of three times as many disabled, impoverished victims of war. Neither could one be indifferent to the systematic and indiscriminate devastation of towns and villages with the consequent destruction of factories, shops and all sources of production.",1979,negative,-0.797249,"{'sadness': 0.748157, 'joy': 0.034623, 'fear': 0.097822, 'disgust': 0.141489, 'anger': 0.206484}"
35,"391.	Of course UNICEF has made laudable efforts for disseminating information on family planning techniques, nutrition, pre-natal care, vaccination and disease prevention, hygiene and the improvement of the environment. But the task of governmental leaders with regard to children remains to be accomplished. Preparing for the future means caring for and educating the children of today, who will become the men and women of tomorrow.",1979,positive,0.576645,"{'sadness': 0.137796, 'joy': 0.695115, 'fear': 0.054621, 'disgust': 0.049555, 'anger': 0.064702}"
36,"289.	After 10 months of frenzied destruction, plunder, and massacres by the Vietnamese aggressors, Kampuchea—that old and glorious land of Angkor, with a host of artistic and cultural treasures, with a wealth of natural and agricultural resources which the skilful hands of our people, after the devastating five-year war of 1970-1975, lovingly transformed into a country which was verdant in all seasons, with dikes, water reservoirs, irrigation channels and an immense expanse of paddy- fields—has today, become a country of desolation, an arid country where nothing grows, even at the height of the rainy season. Entire cities, administrative centres, thousands of agricultural co-operatives, schools, institutes of scientific and technical training, factories and hospitals, dikes, water reservoirs, thousands of kilometres of irrigation channels—the result of three years of toil by our people—have been systematically razed and destroyed by the Vietnamese aggressors. More distressing and serious still is the fact that the Vietnamese aggressors have already massacred more than 500,000 of our fellow citizens—men, women, children and old people. At the same time, in their criminal design to make our people die of starvation so as to break their resistance, they have prevented them from doing work in agriculture and have destroyed more than a million hectares of our paddy-fields and countryside, all our agricultural implements and more than a million of our beasts of burden, oxen and buffaloes, which are part of our livestock. It is because of this criminal and Machiavellian policy of the Hanoi authorities that our people suffer so gravely today from famine. Already more than half a million of our fellow citizens—and especially women, children and old people—have died of hunger, thus bringing the total number of victims in the course of the 10 months of the Vietnamese aggression to more than 1 million.",1979,negative,-0.856867,"{'sadness': 0.676519, 'joy': 0.112781, 'fear': 0.083607, 'disgust': 0.470881, 'anger': 0.146412}"
37,"69.	In only 21 years we shall have reached the horizon of the year 2000; by then the babies who are born today will be grown men and women. Then, the only substitute for petroleum will still be the petroleum that remains to be discovered; it will not be until the dawn of the twenty-first century that other energy sources will begin to be of real service to us. Hence the imperative need to rationalize the use of hydrocarbons and the purposes they serve.",1979,positive,0.55904,"{'sadness': 0.095296, 'joy': 0.582866, 'fear': 0.041526, 'disgust': 0.258409, 'anger': 0.064487}"
38,"56.	The past year has witnessed a most disturbing increase in the use of force as an instrument of policy. Armed attacks and military interventions in the internal affairs of States have become recurrent. Hundreds of thousands of men, women and children have been uprooted from their homes and driven out of their countries.",1979,negative,-0.604642,"{'sadness': 0.26343, 'joy': 0.021872, 'fear': 0.566156, 'disgust': 0.38637, 'anger': 0.121028}"
39,"82.	The second development is the unceasing flow of refugees from the Indo-Chinese countries. By land and sea, men, women and children fled Indo-China in countless droves: many to their death, most to a life of uncertainty and deprivation, to a temporary though safe haven in makeshift camps in countries barely able to support them.",1979,negative,-0.866173,"{'sadness': 0.666981, 'joy': 0.071871, 'fear': 0.231539, 'disgust': 0.208189, 'anger': 0.021768}"
40,"354.	In these heinous attacks, the Rhodesian and South African forces have murdered innocent nationals of our countries. They have also killed thousands of refugees who have fled from tyranny and whom we allow to live in our countries on humanitarian grounds. Children, women and old men and the sick in refugee centres have been the victims of those sadistic and callous racist soldiers. It is even more tragic that these refugees are still being pursued under the pretext of self-defence or pre-emptive attacks on the part of the racists.",1979,negative,-0.907246,"{'sadness': 0.48894, 'joy': 0.005935, 'fear': 0.096532, 'disgust': 0.603742, 'anger': 0.153602}"
41,"173.	Among the distressing consequences of these and other conflicts is the appalling increase in the number of refugees around the world. In the past year, we have witnessed the continuing tragedy of hundreds of thousands of men, women and children being forced to flee their homes in fear of their lives and liberty and to seek sanctuary elsewhere. While substantial efforts have been made to find solutions to the problems of refugees, their numbers in almost every area of the world have continued to grow. Africa is faced with mass movements of people fleeing persecution, war and famine. Nearly 1 million people have fled from Afghanistan into Pakistan. There has been a massive influx of Kampucheans into Thailand and a continuing, steady stream of so-called boat people.",1980,negative,-0.62803,"{'sadness': 0.53689, 'joy': 0.131273, 'fear': 0.578377, 'disgust': 0.170781, 'anger': 0.076086}"
42,"119.	Twelfthly, in accordance with the fundamental principles of the United Nations Charter, special attention should be paid to the needs of women, children, youth and disabled persons.",1980,positive,0.65787,"{'sadness': 0.26198, 'joy': 0.113441, 'fear': 0.032264, 'disgust': 0.429692, 'anger': 0.092018}"
43,"134.	In the field of health, my Government, barely one year after it took office, has rehabilitated all hospitals and dispensaries. In the context of these efforts, a bill was enacted to regulate free medical and pharmaceutical assistance to various sectors of the population, in particular children and pregnant women. We have intensified and improved considerably our relations with international organizations, such as UNICEF, WHO and many others in the health field. We have received humanitarian and medical assistance from the World Food Programme and WHO. Lastly, may I point out that, after overcoming great difficulties, given the scarcity of our present financial resources, but constantly bearing in mind its social duty, the Government of the Supreme Military Council has made purchases of medical supplies and hospital equipment amounting to over $2 million.",1980,positive,0.549071,"{'sadness': 0.469969, 'joy': 0.589448, 'fear': 0.097978, 'disgust': 0.141616, 'anger': 0.057822}"
44,"219.	At its thirty-fourth session the General Assembly adopted three resolutions—34/61 on African refugees, 34/161 on women refugees and 34/174 on student refugees from Namibia, Zimbabwe and South Africa—which stress the acuity of the problem and the imperative need to do everything to improve the condition of the millions of men, women and children who desperately hang on to life and hope for a less tragic future.",1980,negative,-0.882124,"{'sadness': 0.787902, 'joy': 0.062806, 'fear': 0.14869, 'disgust': 0.089297, 'anger': 0.080917}"
45,"83.	In the country of apartheid, students are massacred daily in the towns and suburbs of South Africa. Women, men and children are starving in one of the wealthiest countries of the world and one of the major exporters of food. That is the nature of apartheid. That is what the Western press is trying to hide.",1980,negative,-0.930312,"{'sadness': 0.281859, 'joy': 0.137102, 'fear': 0.075783, 'disgust': 0.221253, 'anger': 0.548719}"
46,"133.	In order to improve the standard of living of the Nicaraguan people and to eliminate the extreme poverty of the groups and sectors on the fringes of society, we have created a Ministry of Social Welfare, which, despite all its limitations, is developing a series of programmes to help the most deprived who, under the dictatorship, have traditionally been on the fringes of society, namely, women, children and the great working masses.",1980,negative,-0.75431,"{'sadness': 0.241582, 'joy': 0.640725, 'fear': 0.027841, 'disgust': 0.032847, 'anger': 0.066113}"
47,"140.	For the first time in the history of our country, workers, peasants, women, young people, people from the towns and the country, discuss without intermediaries all the problems that concern them. They have decision-making authority with regard to those problems and can translate into laws the solutions which are viewed as appropriate by our workers and peasants.",1980,positive,0.46396,"{'sadness': 0.476761, 'joy': 0.209424, 'fear': 0.160972, 'disgust': 0.155248, 'anger': 0.230776}"
48,"119.	Many of these issues will continue to haunt the inter-national community throughout the i980s. There are others. What progress will we make in dealing humanely with the mass movement of displaced persons across borders? Will we be able to say, when it ends, that the Decade for Action to Combat Racism and Racial Discrimination has achieved its goals? The United Nations Decade for Women is already at mid-course. Will we be able to say in five years’ time that the lot of half the world's population has been greatly improved, when we know from the evidence given to the World Conference at Copenhagen in July, that the impact of the first five years has been so limited?",1980,positive,0.520639,"{'sadness': 0.527778, 'joy': 0.523266, 'fear': 0.059501, 'disgust': 0.087818, 'anger': 0.063636}"
49,"37.	In the meantime, more than a million Afghan refugees have crossed the 1400mile border into Pakistan, while others have taken shelter in Iran. Entire communities of men, women and children, uprooted from their hearths and' homes by the violence of the conflict, have continued to pour into Pakistan. My country is providing them with shelter in a humanitarian spirit and in conformity with the tradition of Islamic brotherhood. It is a task of awesome magnitude, in view of Pakistan's limited resources. However, we are grateful for the assistance received for this purpose from brotherly Moslem countries and other friendly nations, the United Nations High Commissioner for Refugees, and various international agencies and humanitarian organization including the Red Crescent and the International Red Cross.",1980,positive,0.376978,"{'sadness': 0.534439, 'joy': 0.562329, 'fear': 0.100146, 'disgust': 0.082932, 'anger': 0.070866}"
50,"36.	The OAU gives a place of honour to the child, the youth and the woman.",1980,neutral,0.0,"{'sadness': 0.202899, 'joy': 0.40921, 'fear': 0.047592, 'disgust': 0.240938, 'anger': 0.045725}"
51,"65.	In addition to the liberation struggle in southern Africa, we are faced with the conflicts that have contributed to the tragic and phenomenal increase in the number of refugees and displaced persons on the continent. With a growing refugee population currently estimated at 5 million, Africa has to find food and shelter for more than half the world's total number of refugees. It should not be difficult to imagine what a heavy social and economic burden such a large number of refugees places on the host countries. The misery and human suffering of these refugees, the majority of whom are children, women and elderly persons, are all too well known to the international community through the mass media.",1980,negative,-0.791479,"{'sadness': 0.796187, 'joy': 0.037591, 'fear': 0.103804, 'disgust': 0.249208, 'anger': 0.020747}"
52,"134.	We are profoundly grateful for the assistance received directly and through the intermediary of the United Nations. However, unless the international response to the worsening refugee crisis is more forthcoming, thousands of women and children, who make up the bulk of the refugees in Somalia, may well die of starvation and disease in the near future. We have therefore to appeal for continued and more generous humanitarian assistance so that the serious plight of the refugees can be alleviated. Even so, it must be stressed that the refugees are themselves a symptom of deeper problems.",1980,positive,0.327723,"{'sadness': 0.654316, 'joy': 0.215479, 'fear': 0.088212, 'disgust': 0.038739, 'anger': 0.120534}"
53,"91.	But, beyond States and specialized agencies, our appeal goes also to the various charitable organizations and welfare organizations throughout the world, because women, children and old persons are languishing in poverty and dying of disease and malnutrition.",1980,negative,-0.850824,"{'sadness': 0.529169, 'joy': 0.103916, 'fear': 0.123905, 'disgust': 0.239104, 'anger': 0.224774}"
54,"329.	As a result of that agreement, the repatriation movement commenced on 17 June 1980 and was disrupted by Vietnamese military actions on 23 and 24 June 1980. Altogether, fewer than 10,000 Kampucheans, the majority women and children, were repatriated under the programme.",1980,neutral,0.0,"{'sadness': 0.114906, 'joy': 0.193439, 'fear': 0.102042, 'disgust': 0.514432, 'anger': 0.02228}"
55,"296.	There are many other pressing international problems which, for the sake of brevity, I have not delved into. The arms race continues to escalate at an alarming rate and consumes more than $500 billion per annum. The plight of refugees has similarly reached alarming and disconcerting proportions, as millions of innocent men, women and children continue to flee their homes and countries only to languish in harsh economic and social conditions. Indeed, millions of the world's people still live in conditions of abject poverty, afflicted by hunger, ignorance and disease. The human rights situation in the world remains generally bleak.",1980,negative,-0.825801,"{'sadness': 0.501526, 'joy': 0.090681, 'fear': 0.153726, 'disgust': 0.13758, 'anger': 0.103884}"
56,"347.	In this connection we are pleased to welcome once again the dynamic solidarity recently expressed by the international community at the first International Conference on Assistance to Refugees in Africa, held at Geneva. It goes without saying that the results of that meeting will help relieve the suffering of the 5 million men and women who are the victims of conflicts and calamities of all kinds. That conference is an appreciable first step in the mobilization of efforts to solve the disturbing problem of refugees.",1981,positive,0.316522,"{'sadness': 0.445731, 'joy': 0.496515, 'fear': 0.004902, 'disgust': 0.006951, 'anger': 0.077665}"
57,"244.	As one of the Sahel countries, and one of the least developed countries. Cape Verde views with concern and profoundly deplores the arms race to destroy mankind, which every year swallows up huge sums of money that could be invested to alleviate the innumerable sufferings of the hundreds of millions of destitute men and women throughout the world.",1981,negative,-0.843481,"{'sadness': 0.623001, 'joy': 0.108759, 'fear': 0.178889, 'disgust': 0.208755, 'anger': 0.099024}"
