,text,year,sentiment,score,emotion
23,"32.	The Muslim world wholeheartedly supports the just struggle of the people of Palestine under the leadership of their legitimate and sole representative, the Palestine Liberation Organization [PLO], for the liberation of their sacred territory from Zionist rule and occupation. It considers that the issue of Palestine is at the core of the Middle East question. Successive Islamic Conferences have demanded, first, the complete withdrawal of all Israeli forces from the occupied Arab territories, including Jerusalem; secondly, the exercise by the people of Palestine of their inalienable national rights, including the right to establish a sovereign State of their own in their homeland under the leadership of the PLO and, thirdly, the dismantling of all the so-called settlements in occupied Arab territories.",1980,positive,0.318778,"{'sadness': 0.31898, 'joy': 0.13092, 'fear': 0.062213, 'disgust': 0.171411, 'anger': 0.388082}"
24,"109.	It is no less urgent that a settlement should be negotiated in the Middle East. That dispute is a continuing threat to world peace and security. The peace treaty between Egypt and Israel  was a conspicuous step forward, but it was only a beginning. The hopes that it would lead to a comprehensive and durable peace based on the principles embodied in Security Council resolution 242 (1967) have not been realized. They will not be until Israel acknowledges the rights and aspirations of the Palestinian people. Those include the right to self-determination and the right to establish a separate State, if that is their wish. Equally, the unilateral declaration on Jerusalem and the continued establishment of settlements in occupied territories can hardly be construed as anything but obstructions to a negotiated settlement.",1980,positive,0.284437,"{'sadness': 0.45451, 'joy': 0.491855, 'fear': 0.156212, 'disgust': 0.082026, 'anger': 0.136162}"
25,"167.	The situation in the Middle East remains one of the greatest threats to international peace and security in our time. Liberia has consistently followed, and continues to follow, a policy based on the following: first, that a just and lasting peace cannot prevail in the Middle East without due recognition of the inalienable rights of the Palestinian people, including their right to a State of their own; secondly, Israel must completely withdraw from all occupied Arab lands; and, thirdly, all States in the region, including Israel, have a right to live freely within secured and internationally recognized boundaries, with the fullest respect for their territorial integrity and sovereignty.",1980,negative,-0.395383,"{'sadness': 0.220859, 'joy': 0.607499, 'fear': 0.118444, 'disgust': 0.025484, 'anger': 0.05948}"
26,60.	Norway has from the outset given its support to the Camp David accords as an important first step towards a comprehensive peace settlement in the Middle East. But we clearly see that such a settlement presupposes a broader participation in the negotiations than is the case today. A major problem in that conflict-ridden area is the failure of the parties to recognize each other's existence and each other's right to exist. Genuine peace in the region will depend on the acceptance by all parties of Israel's right to live in peace within secure and recognized boundaries and the recognition of the national rights of the Palestinian people and its right to self-determination.,1980,positive,0.640677,"{'sadness': 0.239797, 'joy': 0.680755, 'fear': 0.033379, 'disgust': 0.025192, 'anger': 0.036178}"
27,"75.	It is time now to call a halt to the protracted hullabaloo about the anti-Arab policy of separate deals. The only path to a just and lasting settlement in the Middle East is that of collective efforts by all parties concerned, including, of course, the Palestine Liberation Organization [PLO], on the basis of the full withdrawal of Israeli troops from all Arab territories occupied in 1967, including East Jerusalem, the implementation of the inalienable national rights of the Arab people of Palestine, including its right to self- determination and the creation of its own State, and the ensuring of an independent existence and development for all States of the area.",1980,negative,-0.689031,"{'sadness': 0.447668, 'joy': 0.073975, 'fear': 0.052444, 'disgust': 0.081148, 'anger': 0.151343}"
28,"158.	We believe that the cornerstone of any solution to the Middle East problem must include the total and unconditional withdrawal of Israeli forces from all the occupied Arab territories, including the city of Jerusalem, and the recognition of the right of the Palestinian people to self- determination and to the establishment of an independent State in Palestine. We call upon all peace-loving States to express their solidarity with the Palestinian and Lebanese peoples in their resistance to and struggle against Israeli acts of aggression. We also call upon the United States of America to refrain from supporting Israeli aggression.",1980,negative,-0.320525,"{'sadness': 0.228789, 'joy': 0.403851, 'fear': 0.071431, 'disgust': 0.114802, 'anger': 0.347287}"
29,"68.	Secondly, I have noted that all the Arab countries and the Palestinians unanimously consider Israel's withdrawal from the occupied territories and the right to self-determination of the Palestinian people to be two fundamental principles. This requirement, I feet, is part of a deeply felt demand for justice. That is why the creation of settlements and the recent law passed by the Israeli parliament declaring Jerusalem the capital of Israel are particularly resented by the Arabs. Each of the parties directly concerned categorically rejects an imposed solution prepared without its participation. That, of course, applies particularly to Israel and the Palestinians.",1980,positive,0.47893,"{'sadness': 0.610542, 'joy': 0.118308, 'fear': 0.129537, 'disgust': 0.093507, 'anger': 0.131234}"
30,"Particularly dangerous for international peace are the hotbeds of tension and conflict which for so many years have been smoldering or actually flaring up one after another, taking their toll of innocent life. This applies, first and foremost, to the conflict in the Middle East. The situation in that region continues to be explosive. Encouraged by its 'strategic ally', Israel has not ceased its aggressive actions against Lebanon, as well as against the Palestinian people, and continues its illegal occupation of Arab territories. In our opinion, a just and lasting peace in the Middle East can be brought about only through the complete and unconditional withdrawal of Israel from all Arab territories occupied since 1967, the exercise of the inalienable rights of the Arab people of Palestine, including their right to establish an independent State, and the guaranteeing of the right of all countries in the region to exist in conditions of peace and security. Such a peace can be achieved only through collective efforts within the framework of an international conference under the auspices of the United Nations, with the participation of all parties concerned, including the Palestine Liberation Organization (PLO), the sole legitimate representative of the Arab people of Palestine.",1985,positive,0.330709,"{'sadness': 0.222491, 'joy': 0.550109, 'fear': 0.088619, 'disgust': 0.110501, 'anger': 0.221906}"
31,"Peace in the Middle East, as elsewhere, can be achieved and sustained only by according justice to all parties. The dictates of justice demand that three principles should constitute the basis for a settlement. The first is the right of self-determination of peoples, which has been denied to the Palestinian people and lies at the root of the problem in the Middle East. The people of Palestine must
be enabled to exercise this right and to create a State of their own in their homeland. Secondly, there must be unequivocal support for the fundamental principle that territory cannot be required by the use of force. Israel must agree to withdraw from all the Arab territories occupied since 1967, including the holy city of Jerusalem, the West Bank and Gaza, as well as from the Golan Heights. Thirdly, any durable settlement must be comprehensive in nature. This can be achieved only with the participation of all the parties directly concerned, including the Palestine Liberation Organization.",1985,positive,0.473791,"{'sadness': 0.174234, 'joy': 0.62503, 'fear': 0.105448, 'disgust': 0.095952, 'anger': 0.185818}"
32,"The Government of Finland remains convinced that the basis for a comprehensive settlement to the Arab-Israeli conflict lies in Security Council resolutions 242 (1967) and 338 (1973). Israel must withdraw from Arab territories occupied since 1967. Acquisition of territories by force is inadmissible. The right of Israel and all other states in the area to exist within secure and recognized boundaries must be guaranteed. Furthermore, provision must be made for the legitimate rights of the Palestinians, including their right to national self-determination. This presupposes the right of the Palestinians and the Palestine Liberation Organization (PLO), as the most significant representative of Palestinian national aspirations, to participate in negotiations on their own future within a comprehensive solution to the conflict.",1985,positive,0.65638,"{'sadness': 0.217721, 'joy': 0.160304, 'fear': 0.124011, 'disgust': 0.093484, 'anger': 0.136903}"
33,"As has been said countless times, the question of Palestine lies at the heart of the crisis in the Middle East and the Arab-Israeli conflict. Since they are inextricably linked, no partial or isolated solution can lead to just, comprehensive, lasting peace in the region. Such peace can be based only on the
total, unconditional withdrawal of Israeli troops from all the occupied Palestinian and other Arab territories, including Jerusalem and on recognition of the Palestinian people's inalienable rights, including the right to return to their homeland and their homes, the right to self-determination without outside interference and the right to establish their own independent, sovereign State in Palestine.",1985,positive,0.302018,"{'sadness': 0.340014, 'joy': 0.40704, 'fear': 0.151425, 'disgust': 0.050667, 'anger': 0.151008}"
34,"It is high time for the international community to put an end to the arrogance and acts of aggression on the part of Israel, and to support the just rights of the Palestinian people, based on the justice of the Palestinian cause and the fact that it is the core of the Middle East conflict and that peace and security in the region will not be achieved except through a recognition of the inalienable national rights of the Palestinian people, including its right to return to its homeland, to determine its own future, and to establish an independent State on its national territory under the leadership of the Palestine Liberation Organization (PLO), its sole legitimate representative.",1985,negative,-0.87063,"{'sadness': 0.358902, 'joy': 0.271654, 'fear': 0.135721, 'disgust': 0.079212, 'anger': 0.30195}"
35,"Bangladesh's position on this question has been firm and consistent and we have always extended our unequivocal support to our Palestinian brothers in their legitimate struggle for the restoration of their inalienable rights to self-determination, freedom and independence, under the leadership of the Palestine Liberation Organization (PLO), their sole, legitimate representative. We condemn the continued Israeli occupation of the Arab and Palestinian territories, as well as the establishment of the settlements on the occupied lands. The recent wanton Israeli attack on the PLO headquarters in Tunis is the latest manifestation of Israeli aggression. The Government and people of Bangladesh were outraged at this dastardly attack.",1985,negative,-0.575877,"{'sadness': 0.281985, 'joy': 0.052636, 'fear': 0.351114, 'disgust': 0.169677, 'anger': 0.436431}"
36,"In the Middle East, the wars that assail the region constitute a reason for continuing concern on the part of the international community, especially when their effects are extended to States which, traditionally peaceful, are attacked
for welcoming on their soil the legitimate representatives of a people whose right to an independent, sovereign homeland was usurped. It is our conviction that, regardless of the framework agreed upon, whether it be regional or international, a just and lasting solution of the conflict in the Middle Bast will not be achieved with the exclusion of the Palestine Liberation Organization (PIO), the authentic and legitimate representative of the Palestinian people.",1985,negative,-0.352882,"{'sadness': 0.262442, 'joy': 0.378136, 'fear': 0.144244, 'disgust': 0.064048, 'anger': 0.219315}"
37,"The Government of Liberia believes that a comprehensive settlement in the Middle East will have to meet the following conditions: the withdrawal of the Israeli forces from all occupied Arab territories; respect for and acknowledgment of the sovereignty, territorial integrity and political independence of every State in the area and their right to live in peace within secure and recognized boundaries, free from threats or acts of force; and a just settlement of the Palestinian problem based on recognition of the legitimate rights of the Palestinian people, including the right of self-determination.",1985,positive,0.816903,"{'sadness': 0.379479, 'joy': 0.297784, 'fear': 0.114657, 'disgust': 0.10167, 'anger': 0.232627}"
38,"The right of Israel and other States in the area to exist must be recognized. Security Council resolutions 242 (1967) and 338 (1973) should be the basis for a negotiated settlement. In our opinion, these resolutions mean that Israel should withdraw from the territories occupied in 1967 in exchange for peace being ensured within secure and recognized boundaries. For a settlement to be lasting, it is also required that the Palestinian people achieve self-determination. They have, if they so wish, the right to for a state of their own on the West Bank and in the Gaza strip.",1985,positive,0.528289,"{'sadness': 0.373225, 'joy': 0.282789, 'fear': 0.069128, 'disgust': 0.073169, 'anger': 0.048885}"
39,"As regards the Middle East, the Government of Barbados reiterates its conviction that the question of Palestine is central to this conflict and that lasting peace in the region cannot be established until the inalienable rights of the Palestinian people, including their right to a homeland, are respected. We reaffirm our support for Security Council resolution 242 (1967), which cites as essential to a viable settlement the withdrawal of Israel from occupied territories and recognition of the right of all States to live in peace within secure and recognized boundaries.",1985,positive,0.987319,"{'sadness': 0.136569, 'joy': 0.412739, 'fear': 0.041049, 'disgust': 0.042305, 'anger': 0.108731}"
40,"With regard to the Middle Eastern region, we are alarmed by Israel's increased intransigence. The prevalent unstable situation is rendered more dangerous by Israel's negative posture on any move to find a just and durable solution to the issue of Palestine. Let me unequivocally declare that Bangladesh's commitment to the Palestinian cause is unflinching. We condemn Israel's provocative action in settling Jewish immigrants in the occupied territories. We consider reprehensible their atrocious repression of the glorious intifadah. Israel's control of the West Bank, Gaza and the Golan Heights clearly rest on force, and must cease. Israel must withdraw from all territories illegally occupied since 1967. The inalienable national rights of the Palestinian people, including a State of their own with Jerusalem as its capital, must be restored. In this connection, we reaffirm our call for the early convening of an international peace conference with the participation of all States, including the Palestine Liberation Organization, on an equal footing.",1990,negative,-0.294048,"{'sadness': 0.458323, 'joy': 0.174792, 'fear': 0.186364, 'disgust': 0.115392, 'anger': 0.170417}"
41,"Still with regard to the Middle East, we cannot overlook the deadlock in the
search for a solution to the Israeli-Arab question, which has been aggravated by violence that has been endemic for three years now in the occupied territories presenting another major challenge to peace. Hopes of progress towards a solution seen to depend on the opening of a dialogue between all the interested parties, especially between the Israelis and the Palestinians, within the framework of negotiations acceptable to both parties. In any event, the Haitian Government strongly supports the efforts already initiated with a view to beginning a negotiation process on the basis of commonly acknowledged principles, contained in particular in Security Council resolutions 242 (1967) and 338 (1973). For it should be repeated that the key to any solution lies in Israel's right to live in peace within secure borders, internationally recognised and guaranteed, and in the Palestinian people's exercise of its legitimate rights to a homeland and self-determination.",1990,positive,0.761252,"{'sadness': 0.045649, 'joy': 0.76031, 'fear': 0.023592, 'disgust': 0.020308, 'anger': 0.132716}"
42,"The Middle East has been s region of rising tension and confrontations for a long time. However, the situation has recently been exacerbated by the invasion and annexation of Kuwait by Iraq. That invasion has been condemned by the international community, including Kenya. My country, while complying with the United Nations Security Council resolutions on the crisis, urges that no effort be spared in the search for a peaceful solution to the problem. We certainly cannot allow the acquisition of territory by use of force by any State. The Middle East has seen little progress, and Kenya continues to be concerned over the unstable situation in the region. At the core of the problem remains the question of Palestine, and we are deeply concerned at the continued deterioration in the conditions of the Palestinian people in the occupied territories. We appeal to Israel to withdraw from all territories occupied since 1967 and express our regret that all attempts to alleviate the situation have been rejected.",1990,negative,-0.679042,"{'sadness': 0.615905, 'joy': 0.133777, 'fear': 0.162257, 'disgust': 0.143626, 'anger': 0.190165}"
43,"The absolute need to settle the Gulf crisis must not allow us to forget the need also for a comprehensive approach to the situation in the Middle East. We continue to believe it urgent for Israel to begin dialogue with the Palestinian people that could lead to a comprehensive and just settlement on the basis of 'land for peace'; such a settlement can be based only on Security Council resolutions 242 (1967) and 338 (1973). My Government still views the policy of Jewish settlements in the occupied territories as illegal from the point of view of international law; that policy is an obstacle to peace in the region. We are convinced of the need for a just and lasting solution that will both protect the self-determination of the Palestinian people and recognise secure borders for all the countries of the region. We believe the most appropriate avenue is an international conference under United Nations auspices, with the participation of all the parties concerned.",1990,positive,0.313827,"{'sadness': 0.277439, 'joy': 0.381641, 'fear': 0.130069, 'disgust': 0.093707, 'anger': 0.175491}"
44,"At the same time, we must deal with the question of Palestine, which is the crux of the Middle East conflict. We must see to it that Security Council resolutions 242 (1967) and 338 (1973) are implemented in an effective manner, as those resolutions define the conditions for the establishment of a just and lasting peace in the Middle East - namely, the inadmissibility of the acquisition of territory by force or by war; the withdrawal of Israeli armed forces from Arab territories occupied since 1967; the termination of all belligerency; respect for, and recognition of, the sovereignty, territorial integrity and political independence of every State in the area, and its right to live in peace within secure and recognized borders free from threats or acts of force; and the necessity for achieving a just settlement of the refugee problem and for guaranteeing the territorial inviolability and political independence of every State in the area.",1990,positive,0.403723,"{'sadness': 0.278547, 'joy': 0.266794, 'fear': 0.192664, 'disgust': 0.107108, 'anger': 0.23425}"
45,"The European Community has been firm and consistent in its contribution to the search for a solution to the conflict in the Middle East on the basis of Security Council resolutions 242 (1967) and 338 (1973). That is and continues to be our policy, unwavering in recognising that the solution lies in the right of the Palestinians to self-determination and in that of the State of Israel to exist within secure, guaranteed borders. Just as action was being stepped up to initiate dialogue between Israel and the Palestinians, and as the international community was becoming increasingly alarmed at the intolerable situation in the occupied territories, the Iraqi aggression took place and has delayed the search for a solution. The Community's policy nevertheless remains the same and it will not be diverted by the present crisis from the search for a just, lasting and comprehensive solution based on the aforementioned principles.",1990,positive,0.576057,"{'sadness': 0.305162, 'joy': 0.222441, 'fear': 0.092412, 'disgust': 0.055247, 'anger': 0.18375}"
